box,bag,type,subtype,manufacturer,model,description,total,available,info
A,,development board,with LoRa radio,Seeed,LoRa-E5,A LoRa development kit powered by ARM(R) Cortex(R)- M4 Core and Semtech(R) SX126X,4,4,
